year,month,week,dweek,SAN JOSE,ALAJUELA,HEREDIA,SAN CARLOS,PUNTARENAS,DESAMPARADOS,CARTAGO,PEREZ ZELEDON,POCOCI,MONTES DE OCA,LIBERIA,GOICOECHEA,LIMON,SANTA CRUZ,GARABITO,SIQUIRRES,SAN RAMON,NICOYA,QUEPOS,CURRIDABAT,TURRIALBA,LA UNION,TIBAS,OSA,TALAMANCA,ESCAZU,SARAPIQUI,MATINA,CORREDORES,ALAJUELITA,GOLFITO,MORAVIA,UPALA,GRECIA,SANTA ANA,SAN RAFAEL,GUACIMO,VASQUEZ DE CORONADO,CARRILLO,SANTO DOMINGO,OROTINA,BUENOS AIRES,ASERRI,PARAISO,COTO BRUS,PARRITA,BARVA,ESPARZA,LOS CHILES,BELEN,EL GUARCO,SANTA BARBARA,OREAMUNO,PURISCAL,SAN PABLO,PALMARES,ATENAS,FLORES,NARANJO,CANAS,POAS,BAGACES,LA CRUZ,MORA,ABANGARES,TILARAN,SAN ISIDRO,GUATUSO,JIMENEZ,MONTES DE ORO,TARRAZU,ALVARADO,ACOSTA,LEON CORTES,SAN MATEO,VALVERDE VEGA,RIO CUARTO,NANDAYURE,HOJANCHA,TURRUBARES,ZARCERO,DOTA,MONTEVERDE
2015,1,2,6,22.0,15.0,10.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,3,0,13.0,3.0,5.0,4.0,5.0,6.0,11.0,5.0,4.0,1.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,1,3,1,21.0,7.0,6.0,5.0,3.0,5.0,3.0,2.0,7.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,3,2,23.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,7.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,1,3,3,20.0,8.0,3.0,4.0,2.0,2.0,5.0,4.0,8.0,5.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,28.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,3,4,20.0,8.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,25.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,5.0,2.0,1.0,3.0,6.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,1,3,5,20.0,13.0,7.0,5.0,11.0,4.0,8.0,5.0,7.0,4.0,2.0,1.0,2.0,203.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,1,3,6,19.0,9.0,5.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,0.0,26.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2015,1,4,0,13.0,6.0,6.0,3.0,7.0,5.0,7.0,4.0,7.0,2.0,4.0,2.0,3.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,1,4,1,16.0,6.0,11.0,4.0,5.0,4.0,5.0,4.0,5.0,8.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,1,4,2,19.0,4.0,7.0,5.0,7.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,0.0,4.0,3.0,4.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,5.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,4,3,23.0,7.0,2.0,5.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2015,1,4,4,22.0,8.0,7.0,7.0,4.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,4.0,4.0,0.0,3.0,5.0,2.0,4.0,3.0,0.0,1.0,5.0,1.0,1.0,2.0,4.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,1,4,5,25.0,7.0,4.0,7.0,6.0,3.0,3.0,3.0,4.0,2.0,6.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,1.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,4,6,14.0,6.0,2.0,5.0,3.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,1,5,0,22.0,11.0,3.0,8.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015,1,5,1,16.0,7.0,3.0,4.0,3.0,3.0,5.0,1.0,6.0,1.0,2.0,1.0,6.0,2.0,0.0,2.0,4.0,1.0,3.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2015,1,5,2,22.0,6.0,3.0,9.0,5.0,2.0,6.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,3.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,5.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,5,3,18.0,7.0,9.0,4.0,7.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,1,5,4,22.0,15.0,4.0,6.0,8.0,1.0,6.0,6.0,4.0,4.0,4.0,0.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0,6.0,1.0,0.0,5.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,5,5,22.0,14.0,12.0,9.0,5.0,4.0,6.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,2,5,6,14.0,10.0,2.0,10.0,10.0,5.0,1.0,5.0,5.0,0.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,2,6,0,26.0,6.0,9.0,3.0,7.0,8.0,4.0,3.0,7.0,2.0,3.0,8.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,0.0,2.0,4.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,2,6,1,21.0,13.0,1.0,2.0,7.0,6.0,4.0,1.0,2.0,5.0,2.0,1.0,7.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,6,2,15.0,10.0,7.0,5.0,5.0,2.0,11.0,4.0,5.0,7.0,5.0,0.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,5.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,6,3,18.0,10.0,6.0,5.0,5.0,7.0,4.0,5.0,2.0,4.0,8.0,3.0,1.0,7.0,3.0,1.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,6,4,24.0,11.0,7.0,4.0,7.0,8.0,1.0,0.0,1.0,0.0,5.0,0.0,4.0,3.0,1.0,1.0,6.0,4.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
