year,month,week,dweek,SAN JOSE,ALAJUELA,HEREDIA,SAN CARLOS,PUNTARENAS,DESAMPARADOS,CARTAGO,PEREZ ZELEDON,POCOCI,MONTES DE OCA,LIBERIA,GOICOECHEA,LIMON,SANTA CRUZ,GARABITO,SIQUIRRES,SAN RAMON,NICOYA,QUEPOS,CURRIDABAT,TURRIALBA,LA UNION,TIBAS,OSA,TALAMANCA,ESCAZU,SARAPIQUI,MATINA,CORREDORES,ALAJUELITA,GOLFITO,MORAVIA,UPALA,GRECIA,SANTA ANA,SAN RAFAEL,GUACIMO,VASQUEZ DE CORONADO,CARRILLO,SANTO DOMINGO,OROTINA,BUENOS AIRES,ASERRI,PARAISO,COTO BRUS,PARRITA,BARVA,ESPARZA,LOS CHILES,BELEN,EL GUARCO,SANTA BARBARA,OREAMUNO,PURISCAL,SAN PABLO,PALMARES,ATENAS,FLORES,NARANJO,CANAS,POAS,BAGACES,LA CRUZ,MORA,ABANGARES,TILARAN,SAN ISIDRO,GUATUSO,JIMENEZ,MONTES DE ORO,TARRAZU,ALVARADO,ACOSTA,LEON CORTES,SAN MATEO,VALVERDE VEGA,RIO CUARTO,NANDAYURE,HOJANCHA,TURRUBARES,ZARCERO,DOTA,MONTEVERDE
2015,9,37,1,13.0,9.0,8.0,2.0,5.0,2.0,8.0,2.0,7.0,0.0,5.0,4.0,6.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,9,37,2,25.0,10.0,7.0,6.0,9.0,7.0,11.0,5.0,7.0,6.0,1.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015,9,37,3,25.0,10.0,16.0,3.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,3.0,3.0,2.0,0.0,3.0,5.0,3.0,0.0,3.0,0.0,7.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,37,4,16.0,14.0,8.0,4.0,3.0,2.0,2.0,1.0,5.0,5.0,6.0,2.0,5.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,9.0,5.0,1.0,3.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,37,5,20.0,9.0,2.0,5.0,5.0,4.0,5.0,5.0,6.0,1.0,2.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2015,9,37,6,16.0,15.0,3.0,2.0,6.0,4.0,5.0,4.0,6.0,1.0,3.0,0.0,1.0,5.0,9.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,2.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,9,38,0,17.0,7.0,3.0,11.0,4.0,5.0,7.0,11.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,6.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,38,1,24.0,8.0,3.0,3.0,2.0,2.0,3.0,2.0,7.0,3.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,17.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,38,2,32.0,15.0,5.0,5.0,5.0,3.0,8.0,0.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,11.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,38,3,17.0,12.0,7.0,4.0,4.0,1.0,5.0,7.0,5.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,9,38,4,28.0,11.0,7.0,7.0,2.0,7.0,8.0,0.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,5.0,2.0,4.0,6.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,4.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015,9,38,5,29.0,8.0,6.0,12.0,7.0,4.0,7.0,9.0,26.0,1.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,38,6,19.0,6.0,11.0,10.0,5.0,1.0,3.0,4.0,7.0,2.0,2.0,4.0,3.0,0.0,6.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,39,0,20.0,13.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,39,1,21.0,4.0,4.0,8.0,5.0,7.0,6.0,5.0,5.0,5.0,4.0,1.0,2.0,6.0,1.0,5.0,1.0,5.0,2.0,0.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015,9,39,2,16.0,7.0,5.0,3.0,7.0,6.0,9.0,4.0,4.0,3.0,9.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,39,3,25.0,8.0,5.0,4.0,7.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,0.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,39,4,25.0,4.0,5.0,8.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,39,5,25.0,14.0,1.0,8.0,5.0,6.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,6.0,0.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,2.0,5.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,9,39,6,31.0,11.0,1.0,8.0,4.0,7.0,5.0,2.0,2.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,9,40,0,17.0,9.0,5.0,11.0,5.0,5.0,8.0,7.0,13.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,9,40,1,16.0,12.0,6.0,5.0,6.0,5.0,7.0,5.0,2.0,3.0,7.0,6.0,3.0,3.0,2.0,4.0,6.0,1.0,1.0,1.0,0.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,9,40,2,38.0,8.0,7.0,5.0,4.0,7.0,9.0,10.0,6.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,40,3,25.0,10.0,3.0,6.0,9.0,5.0,6.0,6.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,40,4,27.0,8.0,16.0,8.0,7.0,6.0,4.0,6.0,4.0,5.0,3.0,7.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,10,40,5,26.0,11.0,11.0,8.0,9.0,7.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2015,10,40,6,39.0,9.0,3.0,5.0,1.0,7.0,3.0,4.0,6.0,2.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,10,41,0,19.0,14.0,8.0,4.0,8.0,5.0,10.0,0.0,3.0,3.0,1.0,8.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2015,10,41,1,17.0,7.0,5.0,3.0,5.0,4.0,6.0,5.0,3.0,3.0,4.0,1.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,3.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,10,41,2,17.0,6.0,7.0,6.0,3.0,10.0,8.0,3.0,7.0,0.0,0.0,4.0,4.0,0.0,5.0,5.0,1.0,3.0,2.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,41,3,26.0,3.0,2.0,7.0,3.0,3.0,6.0,5.0,4.0,6.0,0.0,10.0,3.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,41,4,29.0,10.0,6.0,3.0,1.0,3.0,5.0,6.0,4.0,5.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,41,5,18.0,7.0,9.0,5.0,7.0,4.0,1.0,1.0,6.0,4.0,1.0,4.0,3.0,7.0,9.0,1.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015,10,41,6,23.0,13.0,0.0,4.0,6.0,6.0,3.0,2.0,7.0,3.0,5.0,2.0,2.0,2.0,6.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,42,0,6.0,3.0,6.0,5.0,2.0,4.0,6.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,42,1,27.0,8.0,6.0,7.0,5.0,4.0,9.0,7.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,42,2,18.0,7.0,7.0,4.0,2.0,2.0,4.0,2.0,3.0,0.0,4.0,9.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2015,10,42,3,26.0,14.0,8.0,4.0,7.0,3.0,6.0,6.0,9.0,1.0,4.0,10.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,1.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,42,4,22.0,6.0,7.0,11.0,4.0,0.0,3.0,6.0,4.0,3.0,12.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
