year,week,SAN JOSE,ALAJUELA,HEREDIA,SAN CARLOS,PUNTARENAS,DESAMPARADOS,CARTAGO,PEREZ ZELEDON,POCOCI,MONTES DE OCA,LIBERIA,GOICOECHEA,LIMON,SANTA CRUZ,GARABITO,SIQUIRRES,SAN RAMON,NICOYA,QUEPOS,CURRIDABAT,TURRIALBA,LA UNION,TIBAS,OSA,TALAMANCA,ESCAZU,SARAPIQUI,MATINA,CORREDORES,ALAJUELITA,GOLFITO,MORAVIA,UPALA,GRECIA,SANTA ANA,SAN RAFAEL,GUACIMO,VASQUEZ DE CORONADO,CARRILLO,SANTO DOMINGO,OROTINA,BUENOS AIRES,ASERRI,PARAISO,COTO BRUS,PARRITA,BARVA,ESPARZA,LOS CHILES,BELEN,EL GUARCO,SANTA BARBARA,OREAMUNO,PURISCAL,SAN PABLO,PALMARES,ATENAS,FLORES,NARANJO,CANAS,POAS,BAGACES,LA CRUZ,MORA,ABANGARES,TILARAN,SAN ISIDRO,GUATUSO,JIMENEZ,MONTES DE ORO,TARRAZU,ALVARADO,ACOSTA,LEON CORTES,SAN MATEO,VALVERDE VEGA,RIO CUARTO,NANDAYURE,HOJANCHA,TURRUBARES,ZARCERO,DOTA,MONTEVERDE
2016,2,145,63,30,35,45,21,32,19,15,22,14,23,22,65,23,15,16,14,18,14,11,16,11,10,17,12,7,15,10,10,9,12,8,10,10,1,6,5,6,8,5,8,4,4,4,2,1,10,5,4,4,4,3,4,3,24,3,5,5,9,3,7,2,3,4,8,5,0,1,1,4,1,2,0,2,2,0,2,1,0,0,1,0
2016,3,130,63,30,41,40,27,21,18,26,32,30,27,7,18,16,15,21,13,19,8,18,11,9,12,8,14,7,16,6,17,8,8,13,13,7,8,4,9,9,9,2,9,10,12,9,13,5,12,7,9,4,6,3,5,7,40,3,3,4,3,3,0,6,2,5,2,6,0,3,0,0,2,1,1,1,7,0,1,0,0,1,5,0
2016,4,159,87,46,46,34,20,19,26,26,25,19,22,28,24,30,16,18,29,18,6,11,10,20,7,21,16,13,10,12,7,12,7,5,15,13,2,8,6,9,8,14,6,6,2,10,4,5,1,2,7,10,3,4,7,7,8,6,3,11,5,2,2,3,1,1,4,3,3,2,1,4,0,1,0,1,5,0,0,0,1,0,5,0
2016,5,144,70,50,45,32,33,30,28,16,31,36,19,23,15,18,15,17,15,22,12,13,16,11,8,14,21,10,21,11,9,11,4,6,8,9,5,7,7,10,9,5,9,11,8,3,9,10,13,2,2,6,4,3,6,8,3,5,5,4,8,1,1,4,3,3,4,5,3,2,1,2,0,2,1,3,5,0,3,2,0,3,3,0
2016,6,177,71,40,36,45,28,28,29,27,21,23,22,44,12,27,21,24,17,22,15,16,28,18,9,17,10,15,15,11,18,11,9,8,9,10,12,14,9,16,7,9,7,6,3,8,9,3,1,5,4,8,3,5,7,3,5,6,12,3,8,4,3,3,3,2,4,0,3,2,1,0,2,3,1,0,7,0,0,0,0,0,0,0
2016,7,169,64,52,40,41,39,25,36,17,29,30,17,19,24,17,21,24,23,20,14,18,15,22,14,14,6,14,16,14,13,7,15,10,27,13,7,16,9,6,12,5,7,8,14,3,12,4,3,3,13,14,3,4,6,6,7,3,5,5,9,3,1,6,2,2,3,3,1,1,2,6,0,1,3,2,1,0,1,1,2,0,0,0
2016,8,161,65,30,45,33,29,21,24,24,21,39,18,17,28,22,25,16,14,29,15,12,17,9,14,16,15,14,9,16,14,11,8,7,16,9,10,11,3,6,2,13,12,9,5,5,9,10,4,5,7,8,3,8,1,10,2,1,6,7,6,4,7,5,5,2,1,3,2,2,2,2,1,5,0,3,3,0,0,3,0,1,1,0
2016,9,207,64,56,24,37,35,28,27,18,31,35,26,26,12,21,23,22,11,29,10,10,12,15,9,18,13,10,11,16,10,17,3,10,9,9,5,5,5,11,2,10,7,2,15,2,11,4,10,7,4,9,3,0,5,12,2,3,3,3,3,1,7,2,5,3,0,0,3,3,0,2,2,5,1,2,1,0,2,0,0,4,0,0
2016,10,205,58,40,40,30,40,30,30,27,32,17,23,27,12,19,23,23,18,25,11,17,9,32,12,13,13,12,4,14,13,8,11,11,14,2,10,4,3,10,16,12,6,7,11,8,4,5,11,4,6,4,4,7,5,11,9,6,3,6,7,1,4,3,6,4,0,1,6,2,1,0,1,1,1,2,0,0,5,1,1,4,2,0
2016,11,182,71,37,45,23,20,35,32,34,33,22,16,26,18,14,25,20,24,14,14,10,12,13,12,12,7,9,12,10,6,9,2,13,5,18,8,5,11,6,12,12,12,4,6,6,9,5,5,6,3,10,7,7,10,1,9,6,6,3,8,1,3,1,3,4,2,2,4,1,1,2,1,2,1,0,1,0,0,0,0,0,1,0
2016,12,118,54,35,28,29,31,18,28,18,14,22,15,24,24,22,18,11,11,27,5,10,16,13,16,22,10,8,5,7,6,11,4,12,6,6,11,6,2,8,6,7,10,4,5,7,3,1,9,9,2,4,1,4,4,3,6,1,2,4,6,6,3,5,4,2,3,3,1,3,7,1,2,1,1,1,0,0,1,1,0,0,1,0
2016,13,169,71,53,59,30,41,23,25,10,19,17,31,29,15,25,21,15,21,22,13,15,7,13,13,14,10,7,10,12,14,12,6,7,11,14,4,7,3,8,10,10,8,13,8,2,6,3,6,7,4,7,1,3,8,8,4,4,9,3,5,7,0,4,6,2,2,4,4,1,1,2,0,3,2,0,2,1,1,0,1,0,1,0
2016,14,165,69,42,61,65,40,18,37,15,35,26,18,24,24,20,20,21,14,15,16,18,13,14,12,10,16,15,15,14,11,6,6,7,8,9,11,5,13,4,5,11,5,4,8,8,6,7,8,8,6,8,5,1,7,11,6,6,5,3,8,4,2,2,5,6,2,2,1,4,2,0,3,0,0,1,1,0,2,2,1,1,0,0
2016,15,168,61,34,50,37,34,26,32,24,22,12,21,37,15,25,18,15,9,13,14,13,14,11,8,12,12,16,7,10,11,12,3,5,5,6,7,8,8,4,8,11,1,6,4,5,11,9,13,5,9,5,3,7,4,4,6,2,6,3,5,3,1,2,4,4,1,2,8,3,2,0,2,1,1,0,1,0,0,1,0,3,2,0
2016,16,166,57,29,48,40,43,26,21,36,17,31,36,24,16,24,18,20,11,31,17,16,16,14,18,20,13,10,8,9,21,11,7,13,10,10,12,3,7,6,6,8,5,6,4,5,6,5,5,9,1,6,4,5,7,0,4,5,4,2,9,0,4,1,2,1,0,3,1,0,2,1,2,3,1,1,2,0,1,2,2,2,1,0
2016,17,162,74,40,51,28,37,25,31,32,68,19,13,29,18,12,21,22,14,24,11,23,15,12,11,8,12,13,18,19,17,15,8,15,9,10,13,7,8,7,6,5,9,11,9,11,12,1,7,7,4,3,2,7,3,3,1,3,5,2,8,3,3,4,1,2,4,4,1,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0
2016,18,160,65,39,37,31,40,24,30,28,25,20,18,37,12,43,21,12,11,14,10,19,10,13,12,23,13,16,11,12,13,18,9,11,15,9,11,8,15,3,9,9,4,16,3,11,12,8,6,6,5,2,6,3,10,7,2,1,10,3,8,5,2,2,3,5,2,1,3,3,5,1,0,1,0,2,3,0,0,1,2,4,0,0
2016,19,186,67,64,31,32,43,30,27,23,38,27,27,27,14,17,19,13,24,16,18,18,13,18,11,15,18,14,15,14,11,15,13,14,17,11,13,7,8,4,6,8,9,10,5,7,17,4,7,5,7,2,7,1,5,10,3,3,6,3,7,3,1,0,4,3,4,4,1,3,1,4,0,1,3,1,0,0,2,1,2,1,0,0
2016,20,148,70,58,35,36,31,29,35,31,26,17,21,29,18,17,19,14,12,14,11,14,17,10,10,16,21,26,10,6,15,14,12,7,11,11,11,17,6,7,18,8,5,6,6,3,21,9,4,5,3,10,6,9,5,4,5,1,4,2,6,6,5,2,5,7,2,4,0,2,2,0,2,0,0,1,1,0,3,1,2,2,1,0
2016,21,198,70,43,44,40,33,33,23,23,27,33,24,28,18,20,20,25,12,17,24,13,18,9,17,32,23,8,18,16,14,15,9,9,10,10,8,12,11,4,12,12,2,11,3,8,9,4,8,5,4,2,4,7,5,7,4,5,3,2,11,6,6,1,3,2,2,3,1,4,4,2,0,2,0,1,3,0,3,0,3,0,0,0
2016,22,138,55,36,32,36,41,24,27,24,31,28,22,27,9,20,38,19,9,14,17,19,14,16,15,16,16,11,12,13,12,4,6,11,14,8,18,6,8,4,12,4,10,3,2,7,9,9,5,3,5,0,4,5,6,6,4,1,6,2,3,1,6,2,5,5,2,2,1,2,6,0,1,0,0,2,1,0,1,2,0,1,0,0
2016,23,145,50,35,38,26,33,16,25,23,40,20,25,35,14,16,14,28,16,23,19,20,16,12,8,14,19,13,21,7,6,11,3,12,7,15,12,3,9,4,9,11,2,11,4,7,11,8,2,3,8,3,3,7,8,6,5,7,6,1,13,5,2,2,4,3,1,3,4,5,5,2,2,1,0,0,0,0,2,1,1,3,0,0
2016,24,190,61,44,35,33,35,31,25,24,31,21,24,36,19,8,27,29,11,12,14,12,8,14,4,14,15,14,13,12,9,11,16,13,10,10,9,8,12,4,6,2,5,8,7,4,13,8,10,6,5,2,6,4,3,9,2,4,7,2,12,3,5,2,4,6,2,4,3,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0
2016,25,184,75,46,39,36,37,33,27,24,30,29,22,40,21,17,25,23,18,19,15,12,15,15,13,12,16,9,13,12,14,12,7,16,12,16,6,8,7,5,6,11,9,5,9,8,7,3,6,6,6,4,8,2,3,7,3,2,5,2,7,2,6,1,1,4,3,4,3,1,1,1,1,2,1,0,1,0,2,1,5,3,2,0
2016,26,196,62,64,44,38,32,26,25,30,46,26,28,28,20,14,30,21,10,21,9,17,11,11,14,13,27,16,17,9,2,13,6,7,8,13,13,7,5,7,8,14,10,12,4,4,6,5,8,4,7,5,8,10,6,9,1,5,6,6,8,5,2,4,3,8,4,3,1,7,4,2,0,1,1,0,1,0,0,1,0,1,1,0
2016,27,209,80,24,38,38,38,27,30,25,41,18,16,30,17,25,19,23,16,21,10,16,16,12,14,12,12,11,24,12,12,16,14,13,18,17,13,3,10,11,1,3,10,4,4,6,13,7,6,6,7,1,4,6,9,5,4,10,6,3,9,3,6,1,5,3,2,0,1,0,2,0,0,0,0,0,1,0,3,1,2,1,2,0
2016,28,186,59,47,45,33,35,35,20,27,20,24,24,27,16,24,18,13,14,27,11,13,9,7,14,14,26,12,9,13,22,13,10,12,10,14,12,8,13,6,9,5,8,11,8,9,12,8,10,4,5,9,4,5,3,3,5,6,3,2,11,5,2,5,4,3,1,6,1,3,0,3,0,0,0,2,5,0,1,2,1,1,1,0
2016,29,180,54,49,42,31,40,38,26,24,27,48,22,21,25,33,13,12,16,17,17,23,15,16,12,18,26,4,6,15,14,17,15,13,17,17,6,8,10,10,8,5,8,16,10,7,4,11,5,6,2,7,6,7,5,5,1,5,2,3,9,3,5,4,6,3,4,6,2,3,1,5,0,1,0,1,3,0,2,0,0,0,1,0
2016,30,183,70,38,48,35,42,31,19,16,25,23,19,21,17,15,17,25,18,23,24,13,17,22,17,16,15,10,12,23,17,4,11,8,14,18,12,5,20,9,15,11,9,27,9,5,7,4,8,4,3,3,7,9,6,8,2,7,5,1,9,3,7,1,5,3,4,4,2,1,0,1,1,3,2,2,2,0,1,1,0,0,1,0
2016,31,162,61,32,29,50,39,44,38,19,27,21,27,19,20,39,20,14,12,13,10,14,10,10,5,23,15,10,10,6,10,13,12,7,13,19,7,7,4,10,9,9,4,19,10,4,7,6,7,2,3,4,5,7,6,5,2,2,7,2,13,2,4,1,4,3,3,4,2,1,0,0,1,0,0,1,2,0,2,0,1,2,0,0
2016,32,211,59,40,45,31,42,28,20,22,29,25,15,22,21,58,15,11,25,14,13,15,16,6,13,13,31,13,8,9,11,15,13,8,19,10,15,7,7,7,6,10,8,12,9,6,6,8,6,5,6,7,4,3,4,8,2,6,2,3,6,2,8,2,6,4,1,0,4,2,1,1,1,2,1,0,2,0,3,1,0,0,1,0
2016,33,176,56,44,28,33,49,28,35,22,30,20,24,24,27,30,7,15,23,9,23,11,15,17,7,17,27,11,15,17,9,14,9,12,10,10,13,11,10,5,5,5,11,15,7,5,7,6,6,0,5,10,8,6,4,4,3,1,4,4,7,1,5,2,5,5,3,2,2,5,2,2,0,2,2,0,5,0,0,0,0,3,2,0
2016,34,184,61,43,46,31,43,32,29,21,29,16,21,21,20,15,33,17,15,13,10,11,20,22,12,25,20,11,19,12,5,18,12,11,15,15,7,9,11,6,6,12,9,13,8,7,9,9,5,1,3,4,6,6,5,6,1,2,5,4,10,4,9,2,5,1,4,3,2,2,3,3,1,2,0,0,5,0,1,3,1,3,3,0
2016,35,197,59,46,39,29,43,31,29,25,25,20,25,21,18,15,23,23,17,20,21,20,17,20,14,6,18,16,13,13,17,11,6,8,9,14,9,7,11,10,6,6,7,5,4,6,9,6,6,3,2,10,3,1,5,1,3,1,4,2,0,3,2,4,2,3,5,10,2,4,1,1,0,2,1,0,1,0,1,0,0,2,0,0
2016,36,200,91,61,48,39,45,24,37,22,30,19,27,21,17,14,17,21,20,26,19,8,22,10,16,14,10,5,18,6,5,13,18,11,12,11,13,5,8,13,11,10,8,1,7,2,14,12,13,5,7,5,12,1,2,7,6,8,10,3,9,1,2,0,0,3,4,3,3,1,7,2,2,4,0,1,1,0,0,0,5,1,0,0
2016,37,179,64,58,46,39,40,28,38,34,22,19,34,19,18,18,20,15,13,23,16,17,19,23,13,17,15,4,10,21,18,8,6,13,13,8,5,1,7,9,2,5,8,4,4,5,7,10,5,3,6,7,7,3,3,3,3,5,5,2,7,1,1,3,3,5,3,4,1,1,0,1,2,0,1,0,2,0,1,0,2,0,1,0
2016,38,208,44,61,39,38,56,23,37,19,22,24,28,17,11,19,16,21,14,18,15,14,13,15,10,13,21,9,13,9,15,6,8,6,16,3,13,2,2,5,4,2,9,15,12,5,8,11,7,6,6,2,8,1,4,12,6,4,13,4,3,1,3,4,3,6,5,0,2,2,4,0,0,1,1,1,1,0,1,0,1,4,0,0
2016,39,198,39,33,45,39,47,31,30,36,47,18,31,17,17,15,29,9,5,12,13,17,19,19,8,19,13,10,11,17,7,8,10,8,13,17,16,5,9,14,3,6,5,10,3,7,6,7,3,6,9,2,9,4,9,6,4,3,4,7,7,3,5,1,1,4,4,3,2,1,3,0,0,0,1,0,3,0,1,0,2,1,0,0
2016,40,168,55,46,33,42,48,23,26,19,35,22,39,9,16,17,15,14,13,19,16,16,14,26,13,15,17,14,4,10,8,11,17,11,9,10,3,1,14,3,11,3,6,7,7,2,9,11,4,2,11,5,5,3,6,4,3,1,4,1,6,2,4,2,2,2,1,3,4,2,3,0,1,1,2,2,5,0,0,0,1,2,0,0
2016,41,197,71,53,51,51,34,32,22,32,36,25,30,16,13,16,18,14,21,23,15,13,20,18,18,25,17,10,9,16,13,3,26,19,20,9,3,7,8,7,8,11,11,3,8,7,6,10,7,5,2,3,6,7,7,4,4,1,2,4,6,11,1,6,6,3,1,3,7,1,0,1,2,2,1,0,2,0,0,1,0,0,0,0
2016,42,207,64,60,39,25,37,26,24,25,47,33,28,13,16,23,15,10,14,18,18,16,23,17,10,34,24,12,16,9,12,10,20,8,5,9,6,2,10,8,5,2,4,3,5,5,7,6,16,4,8,8,4,4,5,5,0,1,6,3,7,9,1,6,5,2,3,3,1,1,2,1,2,1,1,0,2,0,1,1,3,0,0,0
2016,43,231,62,42,35,47,46,28,18,11,45,23,23,19,12,28,18,19,21,16,14,14,25,14,12,12,16,20,11,21,10,6,12,5,10,8,18,5,7,9,13,7,5,10,6,4,12,11,13,6,15,4,7,7,3,7,1,1,6,6,4,2,2,2,3,6,4,8,6,3,2,1,2,2,2,0,2,0,0,0,0,0,0,0
2016,44,187,77,32,45,40,35,28,21,30,27,23,30,14,21,17,23,18,19,25,11,7,12,23,21,23,11,20,10,8,15,7,17,6,6,15,14,3,6,9,14,1,7,2,10,8,5,7,3,9,4,5,11,4,6,6,4,2,3,3,8,8,4,2,1,3,0,3,2,2,2,1,1,2,1,1,1,0,1,0,0,0,0,0
2016,45,188,61,55,37,42,38,28,20,23,22,20,31,28,14,27,9,7,17,19,17,14,17,25,24,24,20,12,4,13,16,16,4,14,8,13,12,6,7,4,16,8,3,4,12,5,2,8,7,2,5,4,3,3,3,8,1,7,4,3,4,6,5,1,11,1,0,7,2,0,1,2,5,0,0,1,1,0,1,1,1,0,1,0
2016,46,199,72,57,38,50,38,33,27,32,35,22,39,8,27,26,15,16,17,22,11,12,19,15,8,18,20,8,15,10,10,11,19,9,9,12,13,8,10,14,7,12,8,4,5,4,6,8,13,4,7,3,2,0,3,11,2,14,2,5,5,4,5,1,2,3,4,5,2,2,3,1,0,2,1,0,2,0,2,2,0,0,1,0
2016,47,198,62,60,33,25,23,36,24,20,24,17,31,22,15,27,9,13,25,17,18,12,16,19,10,13,21,7,6,10,3,7,18,7,10,10,9,4,2,3,12,6,5,12,5,3,2,3,9,3,2,7,10,3,3,4,1,6,3,1,6,3,1,1,1,2,3,3,1,1,1,1,1,1,0,1,3,0,1,5,0,0,0,0
2016,48,177,71,63,24,35,44,39,40,18,32,35,32,19,12,21,25,16,17,17,21,12,18,15,13,15,17,14,6,16,12,11,17,7,15,11,18,8,11,7,9,13,8,6,5,2,6,6,9,2,11,10,2,6,5,3,0,8,6,3,5,0,2,3,6,5,2,5,3,1,4,0,3,1,1,1,0,0,0,0,1,0,1,0
2016,49,192,49,56,38,33,49,38,24,25,31,32,31,14,18,14,21,29,17,16,17,13,18,26,18,8,23,9,8,6,11,8,22,6,10,9,6,4,6,5,15,6,11,6,7,7,10,3,8,2,8,2,10,2,3,11,5,1,5,2,6,6,3,2,1,6,1,7,2,0,1,1,0,1,1,1,3,0,0,1,0,0,0,0
2016,50,213,58,47,42,26,34,18,41,26,36,22,26,16,22,30,16,24,11,29,18,9,5,25,15,15,18,17,5,13,9,12,16,5,14,16,19,14,15,2,8,7,8,3,7,9,10,1,7,5,7,6,7,4,3,12,1,2,9,3,9,3,0,2,5,2,5,2,0,1,0,1,0,1,0,1,2,0,0,0,1,1,1,0
2016,51,181,69,47,40,29,46,18,39,14,38,24,28,14,14,36,8,17,13,16,11,8,14,17,25,17,17,7,16,12,15,16,11,3,9,10,8,3,12,5,5,6,13,3,5,8,4,6,3,3,4,8,1,2,3,7,1,9,3,3,12,4,0,2,6,6,3,3,2,3,0,4,0,4,0,1,4,0,0,1,0,0,0,0
2016,52,181,56,51,31,29,36,28,29,23,24,12,16,17,32,19,10,18,25,23,16,13,14,15,13,10,19,18,4,11,9,7,9,2,9,12,9,3,4,15,13,11,9,2,8,2,4,4,8,3,4,4,5,4,2,8,8,0,5,2,9,4,1,1,1,2,5,4,0,1,3,2,0,2,0,1,4,0,1,0,2,2,1,0
2016,53,55,42,11,16,15,9,7,9,6,3,8,7,7,8,12,6,5,4,20,7,6,4,2,2,7,1,4,6,10,5,12,1,3,3,3,6,2,5,9,1,2,3,5,3,4,2,1,2,2,3,1,0,0,0,5,4,2,1,0,6,2,0,0,2,1,1,0,1,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0
2017,1,158,58,32,50,21,42,26,25,30,20,16,32,13,18,17,28,19,22,22,12,4,11,14,10,20,18,12,10,9,14,12,9,5,12,11,15,4,8,5,13,6,8,12,2,7,3,7,4,7,3,4,4,8,6,5,2,2,8,4,6,5,2,3,4,3,3,1,2,5,0,3,2,0,1,1,0,0,4,0,0,0,0,0
2017,2,156,48,46,33,28,32,19,30,28,26,34,25,12,61,28,12,14,16,16,12,16,12,21,17,11,14,7,17,13,8,8,10,14,12,11,16,2,6,5,16,4,4,10,8,10,12,5,5,0,3,5,7,7,6,5,7,1,4,5,9,6,4,4,2,1,4,2,2,3,4,0,1,1,2,0,0,0,1,4,0,0,2,0
2017,3,159,88,50,37,30,40,23,29,21,28,29,13,20,31,31,11,16,21,17,12,10,12,16,18,18,18,10,5,8,6,12,16,7,11,15,12,4,6,4,4,2,7,5,5,7,13,8,10,2,5,4,9,5,3,3,7,3,11,2,7,4,2,0,3,2,1,9,2,1,0,0,0,3,1,0,3,0,0,0,1,0,0,0
2017,4,195,77,49,37,47,34,26,22,21,29,20,28,11,19,26,23,15,18,21,12,5,15,17,14,10,13,6,11,13,10,8,8,11,7,7,14,4,8,2,9,10,7,5,3,3,7,10,8,3,6,9,7,1,4,7,5,1,3,2,10,10,5,2,6,4,2,0,1,3,1,0,1,2,2,0,1,0,0,0,0,0,1,0
2017,5,182,67,57,52,35,37,25,30,25,32,13,25,21,23,24,13,12,28,20,13,11,16,24,21,12,15,13,10,11,10,18,14,10,16,13,10,7,7,8,8,6,9,7,4,2,5,9,3,7,10,3,4,7,4,8,6,2,4,0,11,5,6,0,2,2,3,0,0,0,3,0,0,2,0,0,2,0,0,0,2,1,1,0
2017,6,161,77,53,44,34,34,35,33,26,32,18,28,14,28,25,18,12,21,21,18,16,16,16,7,18,24,13,12,17,6,16,15,7,10,8,19,2,9,4,3,7,8,8,8,2,12,9,4,2,3,7,3,8,1,5,2,3,3,0,7,9,3,1,2,4,9,0,1,2,0,1,3,1,3,3,1,0,3,0,0,1,2,0
2017,7,194,56,35,36,33,36,31,38,24,40,22,28,17,13,25,14,19,17,7,9,16,16,19,18,31,14,11,9,15,5,16,16,13,4,4,11,7,8,4,10,7,7,7,5,4,11,8,6,3,4,4,8,3,9,1,2,1,4,1,6,3,1,3,5,3,2,0,2,2,3,1,3,0,0,4,0,0,1,0,0,0,1,0
2017,8,178,59,33,37,39,36,29,31,17,19,20,18,25,21,23,18,9,12,22,21,6,26,15,51,8,15,14,5,13,9,12,16,11,15,3,18,6,8,8,12,12,7,5,5,10,8,4,5,3,4,5,9,7,9,0,5,3,4,1,5,2,2,2,2,2,3,5,0,2,1,0,2,2,1,0,2,0,1,1,0,1,1,0
2017,9,218,96,48,31,32,42,44,32,21,32,34,25,34,25,26,19,15,17,10,27,11,23,17,18,23,15,14,14,15,10,12,22,18,8,17,18,4,13,7,5,8,8,3,6,9,3,10,11,5,12,6,6,6,6,3,5,2,5,5,11,5,9,3,5,2,3,3,2,1,2,1,0,1,0,2,2,0,2,0,0,3,0,0
2017,10,194,85,41,40,41,46,24,39,25,27,16,26,22,12,21,25,14,22,11,25,12,13,16,26,14,15,12,6,6,10,8,5,8,5,7,18,5,17,8,29,15,13,7,13,8,5,5,7,6,5,3,9,9,8,12,1,7,3,3,6,6,3,3,6,6,6,5,1,1,9,0,0,0,0,1,2,0,2,1,0,0,0,0
2017,11,197,69,55,30,37,35,37,23,24,36,19,41,23,26,27,17,21,19,16,24,18,16,18,16,20,17,7,4,11,10,15,10,9,4,8,13,4,18,10,16,11,8,5,7,5,9,11,4,6,6,9,1,4,6,5,2,1,4,1,13,7,5,10,5,4,4,5,0,3,0,1,0,3,0,2,1,0,0,2,0,0,0,0
2017,12,224,59,46,32,35,35,20,33,24,31,17,29,29,24,20,28,20,22,6,28,17,18,12,16,16,13,12,13,15,17,19,15,10,7,3,12,6,14,13,3,12,11,9,2,5,5,4,3,8,7,6,10,5,4,6,4,2,5,0,7,5,3,5,2,1,4,2,1,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0
2017,13,223,58,33,44,24,43,27,31,28,23,22,22,17,27,16,20,9,17,12,21,12,12,9,10,22,13,13,11,9,11,5,9,9,6,12,7,5,9,11,10,10,10,2,3,5,2,7,5,8,0,5,5,1,2,7,4,2,3,3,10,7,2,8,4,4,2,4,3,4,2,1,3,3,0,0,1,0,0,0,0,2,1,0
2017,14,197,48,47,35,41,34,30,26,32,28,16,28,24,26,22,17,16,12,9,14,15,10,28,22,10,20,13,13,8,6,11,19,11,12,7,8,6,15,6,11,13,8,5,4,8,4,4,6,10,5,8,3,5,10,15,0,6,4,4,9,6,1,2,4,0,6,5,3,0,2,0,0,4,0,1,0,0,1,2,1,1,1,0
2017,15,143,50,28,36,39,35,28,29,22,13,18,15,28,19,31,15,12,21,21,17,11,19,12,8,15,12,16,4,6,9,15,13,7,8,2,14,3,9,7,10,8,8,4,6,6,2,2,4,7,5,5,6,1,4,4,1,1,6,3,2,5,5,12,3,1,5,4,3,0,0,1,1,0,0,4,2,0,4,1,2,2,1,0
2017,16,211,61,35,30,34,59,31,31,23,36,24,27,17,16,18,25,15,23,18,21,11,22,15,20,14,9,9,12,19,8,13,8,12,10,5,7,8,13,7,5,6,7,13,5,5,5,3,4,9,4,5,2,5,5,2,2,3,2,4,4,6,4,0,2,3,3,11,4,2,1,0,1,0,1,2,2,0,3,1,1,0,0,0
2017,17,188,69,47,43,36,38,33,25,29,46,24,28,23,21,33,20,10,13,12,14,10,15,27,12,17,10,8,8,9,9,10,15,16,8,16,8,1,6,4,7,7,4,11,13,3,8,4,6,3,6,2,3,2,3,12,5,7,5,0,12,2,5,0,3,2,3,2,3,2,0,0,0,1,0,3,2,0,0,1,0,1,0,0
2017,18,204,56,39,24,34,26,31,28,28,38,29,21,27,25,22,15,11,21,12,16,12,15,23,12,14,19,14,11,11,8,8,11,10,9,11,8,3,10,8,8,3,5,9,6,4,2,4,1,5,11,6,7,3,4,6,3,7,3,5,7,16,2,2,4,3,5,2,2,1,3,2,1,5,2,1,2,0,2,0,3,0,0,0
2017,19,222,71,41,22,39,41,27,27,18,29,27,31,26,30,15,15,8,11,14,22,11,17,24,13,12,15,13,6,14,14,9,9,8,6,3,9,7,4,9,12,10,8,9,5,8,3,4,2,8,5,6,7,3,7,4,3,2,9,2,6,1,3,4,1,1,5,7,2,0,3,0,0,2,2,1,0,1,0,0,1,1,0,0
2017,20,238,55,65,30,32,47,28,20,22,39,36,23,28,15,9,16,20,15,18,22,9,7,9,21,10,21,10,13,8,11,12,15,8,7,8,10,7,13,11,10,4,8,6,4,4,5,7,6,4,8,6,8,5,8,1,4,9,2,6,4,7,2,2,8,7,0,0,3,0,2,3,2,5,0,0,2,0,0,0,2,0,0,0
2017,21,188,69,39,37,45,43,27,28,24,32,29,20,22,18,29,22,12,12,9,18,12,10,16,13,25,10,7,16,15,6,13,23,5,13,14,17,5,8,8,6,8,7,10,7,7,5,9,8,6,13,6,3,4,6,2,3,7,3,2,9,3,4,3,4,3,5,2,1,3,0,2,0,1,2,2,1,1,2,0,1,1,0,0
2017,22,191,85,52,25,30,39,39,33,31,27,29,17,24,18,19,10,15,16,17,22,13,19,24,12,20,11,10,5,17,10,13,19,13,3,10,7,6,6,13,14,2,13,6,6,6,4,8,18,0,5,8,8,4,4,5,5,8,8,2,9,4,4,3,6,8,4,1,2,2,2,0,3,2,0,1,0,0,0,0,0,0,0,0
2017,23,210,73,46,25,38,43,44,27,30,40,24,35,27,23,23,15,21,20,20,19,15,19,27,25,16,16,13,5,11,17,13,20,11,11,9,8,8,11,5,6,6,6,9,7,9,3,11,9,4,6,4,4,4,5,7,4,10,1,6,7,5,2,5,3,1,4,3,1,1,3,0,1,2,0,1,2,0,0,0,2,0,0,0
2017,24,209,78,36,32,35,38,26,26,20,23,20,32,22,24,24,19,8,16,23,18,11,12,13,10,4,13,11,15,20,15,15,16,3,14,15,11,7,7,5,9,17,6,13,4,3,2,5,9,1,2,8,5,3,3,9,4,5,5,1,8,5,3,3,3,5,4,5,3,0,3,1,2,1,0,1,3,2,0,1,0,0,1,0
2017,25,250,66,47,23,43,39,25,38,37,34,18,22,31,18,13,13,23,22,26,18,11,19,18,6,6,21,15,9,12,18,18,17,6,15,8,10,4,11,8,8,10,15,7,9,7,4,8,9,2,12,10,8,3,4,8,6,8,6,5,10,8,7,4,5,4,0,1,1,2,2,1,1,1,2,0,1,0,1,0,0,0,0,0
2017,26,221,64,48,25,31,51,27,38,22,23,28,42,21,21,15,19,15,18,23,23,12,15,13,10,7,17,10,8,17,14,16,11,11,9,7,13,4,10,3,11,4,10,6,4,5,8,5,7,6,11,5,5,8,2,6,4,4,8,3,10,7,2,1,2,5,2,8,2,3,8,1,0,2,2,3,2,0,3,0,1,2,0,0
